season,RoundNumber,EventName,Status,count
1982,16,Caesars Palace Grand Prix,Accident,1
1982,16,Caesars Palace Grand Prix,Clutch,1
1982,16,Caesars Palace Grand Prix,Collision,1
1982,16,Caesars Palace Grand Prix,Did not qualify,3
1982,16,Caesars Palace Grand Prix,Engine,4
1982,16,Caesars Palace Grand Prix,Finished,5
1982,16,Caesars Palace Grand Prix,Ignition,1
1982,16,Caesars Palace Grand Prix,Not classified,1
1982,16,Caesars Palace Grand Prix,Spark plugs,2
1982,16,Caesars Palace Grand Prix,Spun off,1
1982,16,Caesars Palace Grand Prix,Suspension,1
1982,16,Caesars Palace Grand Prix,Withdrew,1
1983,1,Brazilian Grand Prix,+1 Lap,5
1983,1,Brazilian Grand Prix,+2 Laps,1
1983,1,Brazilian Grand Prix,+3 Laps,1
1983,1,Brazilian Grand Prix,+4 Laps,2
1983,1,Brazilian Grand Prix,Brakes,1
1983,1,Brazilian Grand Prix,Collision,1
1983,1,Brazilian Grand Prix,Did not qualify,2
1983,1,Brazilian Grand Prix,Disqualified,2
1983,1,Brazilian Grand Prix,Engine,4
1983,1,Brazilian Grand Prix,Exhaust,1
1983,1,Brazilian Grand Prix,Finished,5
1983,1,Brazilian Grand Prix,Not classified,1
1983,1,Brazilian Grand Prix,Spun off,1
1983,1,Brazilian Grand Prix,Suspension,1
1983,2,United States Grand Prix West,+1 Lap,3
1983,2,United States Grand Prix West,+2 Laps,3
1983,2,United States Grand Prix West,+3 Laps,2
1983,2,United States Grand Prix West,Battery,1
1983,2,United States Grand Prix West,Collision,3
1983,2,United States Grand Prix West,Did not qualify,2
1983,2,United States Grand Prix West,Distributor,1
1983,2,United States Grand Prix West,Driver unwell,1
1983,2,United States Grand Prix West,Finished,3
1983,2,United States Grand Prix West,Gearbox,4
1983,2,United States Grand Prix West,Handling,1
1983,2,United States Grand Prix West,Spun off,3
1983,2,United States Grand Prix West,Throttle,1
1983,3,French Grand Prix,+1 Lap,6
1983,3,French Grand Prix,+2 Laps,1
1983,3,French Grand Prix,+4 Laps,1
1983,3,French Grand Prix,Clutch,1
1983,3,French Grand Prix,Did not qualify,3
1983,3,French Grand Prix,Electrical,1
1983,3,French Grand Prix,Engine,5
1983,3,French Grand Prix,Finished,4
1983,3,French Grand Prix,Gearbox,2
1983,3,French Grand Prix,Physical,1
1983,3,French Grand Prix,Spun off,1
1983,3,French Grand Prix,Turbo,1
1983,3,French Grand Prix,Water leak,1
1983,3,French Grand Prix,Wheel bearing,1
1983,4,San Marino Grand Prix,+1 Lap,5
1983,4,San Marino Grand Prix,+2 Laps,2
1983,4,San Marino Grand Prix,+3 Laps,1
1983,4,San Marino Grand Prix,Collision,2
1983,4,San Marino Grand Prix,Did not qualify,2
1983,4,San Marino Grand Prix,Engine,2
1983,4,San Marino Grand Prix,Finished,2
1983,4,San Marino Grand Prix,Handling,1
1983,4,San Marino Grand Prix,Ignition,1
1983,4,San Marino Grand Prix,Radiator,1
1983,4,San Marino Grand Prix,Spun off,7
1983,4,San Marino Grand Prix,Suspension,1
1983,4,San Marino Grand Prix,Turbo,1
1983,5,Monaco Grand Prix,+2 Laps,3
1983,5,Monaco Grand Prix,Collision,6
1983,5,Monaco Grand Prix,Did not prequalify,2
1983,5,Monaco Grand Prix,Did not qualify,6
1983,5,Monaco Grand Prix,Electrical,1
1983,5,Monaco Grand Prix,Engine,1
1983,5,Monaco Grand Prix,Finished,4
1983,5,Monaco Grand Prix,Gearbox,2
1983,5,Monaco Grand Prix,Halfshaft,1
1983,5,Monaco Grand Prix,Suspension,2
1983,6,Belgian Grand Prix,+1 Lap,5
1983,6,Belgian Grand Prix,+2 Laps,1
1983,6,Belgian Grand Prix,Collision,2
1983,6,Belgian Grand Prix,Did not qualify,2
1983,6,Belgian Grand Prix,Engine,3
1983,6,Belgian Grand Prix,Finished,8
1983,6,Belgian Grand Prix,Gearbox,2
1983,6,Belgian Grand Prix,Injection,1
1983,6,Belgian Grand Prix,Suspension,1
1983,6,Belgian Grand Prix,Throttle,1
1983,6,Belgian Grand Prix,Wheel,2
1983,7,Detroit Grand Prix,+1 Lap,4
1983,7,Detroit Grand Prix,+2 Laps,2
1983,7,Detroit Grand Prix,+4 Laps,1
1983,7,Detroit Grand Prix,Brakes,1
1983,7,Detroit Grand Prix,Collision,1
1983,7,Detroit Grand Prix,Distributor,1
1983,7,Detroit Grand Prix,Electrical,2
1983,7,Detroit Grand Prix,Engine,2
1983,7,Detroit Grand Prix,Finished,5
1983,7,Detroit Grand Prix,Gearbox,2
1983,7,Detroit Grand Prix,Not classified,1
1983,7,Detroit Grand Prix,Overheating,1
1983,7,Detroit Grand Prix,Suspension,1
1983,7,Detroit Grand Prix,Turbo,1
1983,7,Detroit Grand Prix,Wheel,1
1983,7,Detroit Grand Prix,Withdrew,1
1983,8,Canadian Grand Prix,+1 Lap,3
1983,8,Canadian Grand Prix,+2 Laps,1
1983,8,Canadian Grand Prix,+3 Laps,2
1983,8,Canadian Grand Prix,Did not qualify,2
1983,8,Canadian Grand Prix,Differential,1
1983,8,Canadian Grand Prix,Disqualified,1
1983,8,Canadian Grand Prix,Engine,4
1983,8,Canadian Grand Prix,Finished,4
1983,8,Canadian Grand Prix,Gearbox,3
1983,8,Canadian Grand Prix,Halfshaft,1
1983,8,Canadian Grand Prix,Handling,1
1983,8,Canadian Grand Prix,Spun off,1
1983,8,Canadian Grand Prix,Throttle,2
1983,8,Canadian Grand Prix,Transmission,1
1983,8,Canadian Grand Prix,Turbo,1
1983,9,British Grand Prix,+1 Lap,4
1983,9,British Grand Prix,+2 Laps,6
1983,9,British Grand Prix,+3 Laps,2
1983,9,British Grand Prix,Did not qualify,3
1983,9,British Grand Prix,Engine,2
1983,9,British Grand Prix,Finished,5
1983,9,British Grand Prix,Fuel system,2
1983,9,British Grand Prix,Gearbox,1
1983,9,British Grand Prix,Suspension,1
1983,9,British Grand Prix,Turbo,3
1983,10,German Grand Prix,+1 Lap,7
1983,10,German Grand Prix,+2 Laps,1
1983,10,German Grand Prix,Did not qualify,3
1983,10,German Grand Prix,Disqualified,1
1983,10,German Grand Prix,Engine,7
1983,10,German Grand Prix,Finished,4
1983,10,German Grand Prix,Fuel pump,1
1983,10,German Grand Prix,Fuel system,1
1983,10,German Grand Prix,Heat shield fire,1
1983,10,German Grand Prix,Oil leak,1
1983,10,German Grand Prix,Turbo,2
1983,11,Austrian Grand Prix,+1 Lap,1
1983,11,Austrian Grand Prix,+2 Laps,4
1983,11,Austrian Grand Prix,+3 Laps,1
1983,11,Austrian Grand Prix,+4 Laps,1
1983,11,Austrian Grand Prix,+5 Laps,2
1983,11,Austrian Grand Prix,Collision,4
1983,11,Austrian Grand Prix,Did not qualify,3
1983,11,Austrian Grand Prix,Engine,1
1983,11,Austrian Grand Prix,Finished,4
1983,11,Austrian Grand Prix,Gearbox,1
1983,11,Austrian Grand Prix,Ignition,1
1983,11,Austrian Grand Prix,Oil leak,1
1983,11,Austrian Grand Prix,Out of fuel,1
1983,11,Austrian Grand Prix,Radiator,1
1983,11,Austrian Grand Prix,Turbo,1
1983,11,Austrian Grand Prix,Vibrations,1
1983,11,Austrian Grand Prix,Water leak,1
1983,12,Dutch Grand Prix,+1 Lap,1
1983,12,Dutch Grand Prix,+2 Laps,4
1983,12,Dutch Grand Prix,+4 Laps,1
1983,12,Dutch Grand Prix,Brakes,1
1983,12,Dutch Grand Prix,Collision,1
1983,12,Dutch Grand Prix,Did not qualify,3
1983,12,Dutch Grand Prix,Disqualified,1
1983,12,Dutch Grand Prix,Electrical,2
1983,12,Dutch Grand Prix,Engine,4
1983,12,Dutch Grand Prix,Finished,5
1983,12,Dutch Grand Prix,Handling,1
1983,12,Dutch Grand Prix,Ignition,1
1983,12,Dutch Grand Prix,Spun off,3
1983,12,Dutch Grand Prix,Suspension,1
1983,13,Italian Grand Prix,+1 Lap,3
1983,13,Italian Grand Prix,+2 Laps,2
1983,13,Italian Grand Prix,Clutch,1
1983,13,Italian Grand Prix,Collision,1
1983,13,Italian Grand Prix,Did not qualify,3
1983,13,Italian Grand Prix,Distributor,1
1983,13,Italian Grand Prix,Electrical,2
1983,13,Italian Grand Prix,Engine,3
1983,13,Italian Grand Prix,Exhaust,1
1983,13,Italian Grand Prix,Finished,8
1983,13,Italian Grand Prix,Fuel system,1
1983,13,Italian Grand Prix,Gearbox,1
1983,13,Italian Grand Prix,Turbo,2
1983,14,European Grand Prix,+1 Lap,5
1983,14,European Grand Prix,+2 Laps,2
1983,14,European Grand Prix,+3 Laps,1
1983,14,European Grand Prix,Clutch,2
1983,14,European Grand Prix,Did not qualify,3
1983,14,European Grand Prix,Engine,4
1983,14,European Grand Prix,Finished,7
1983,14,European Grand Prix,Oil leak,1
1983,14,European Grand Prix,Oil pump,1
1983,14,European Grand Prix,Spun off,2
1983,14,European Grand Prix,Throttle,1
1983,15,South African Grand Prix,+1 Lap,3
1983,15,South African Grand Prix,+2 Laps,2
1983,15,South African Grand Prix,+3 Laps,1
1983,15,South African Grand Prix,+4 Laps,1
1983,15,South African Grand Prix,+6 Laps,1
1983,15,South African Grand Prix,Disqualified,1
1983,15,South African Grand Prix,Electrical,1
1983,15,South African Grand Prix,Engine,7
1983,15,South African Grand Prix,Finished,3
1983,15,South African Grand Prix,Not classified,2
1983,15,South African Grand Prix,Spun off,1
1983,15,South African Grand Prix,Turbo,3
1984,1,Brazilian Grand Prix,+1 Lap,1
1984,1,Brazilian Grand Prix,+2 Laps,2
1984,1,Brazilian Grand Prix,+3 Laps,1
1984,1,Brazilian Grand Prix,Accident,1
1984,1,Brazilian Grand Prix,Battery,2
1984,1,Brazilian Grand Prix,Brakes,1
1984,1,Brazilian Grand Prix,Disqualified,3
1984,1,Brazilian Grand Prix,Distributor,1
1984,1,Brazilian Grand Prix,Electrical,2
1984,1,Brazilian Grand Prix,Engine,1
1984,1,Brazilian Grand Prix,Finished,3
1984,1,Brazilian Grand Prix,Gearbox,3
1984,1,Brazilian Grand Prix,Out of fuel,1
1984,1,Brazilian Grand Prix,Overheating,1
1984,1,Brazilian Grand Prix,Suspension,1
1984,1,Brazilian Grand Prix,Turbo,3
1984,2,South African Grand Prix,+1 Lap,1
1984,2,South African Grand Prix,+2 Laps,2
1984,2,South African Grand Prix,+3 Laps,1
1984,2,South African Grand Prix,+4 Laps,4
1984,2,South African Grand Prix,+5 Laps,1
1984,2,South African Grand Prix,Disqualified,2
1984,2,South African Grand Prix,Engine,2
1984,2,South African Grand Prix,Finished,2
1984,2,South African Grand Prix,Gearbox,1
1984,2,South African Grand Prix,Ignition,1
1984,2,South African Grand Prix,Injection,1
1984,2,South African Grand Prix,Out of fuel,1
1984,2,South African Grand Prix,Radiator,1
1984,2,South African Grand Prix,Transmission,1
1984,2,South African Grand Prix,Turbo,3
1984,2,South African Grand Prix,Tyre,1
1984,2,South African Grand Prix,Wheel,1
1984,2,South African Grand Prix,Withdrew,1
1984,3,Belgian Grand Prix,+1 Lap,1
1984,3,Belgian Grand Prix,+2 Laps,4
1984,3,Belgian Grand Prix,Accident,1
1984,3,Belgian Grand Prix,Clutch,2
1984,3,Belgian Grand Prix,Did not qualify,1
1984,3,Belgian Grand Prix,Disqualified,2
1984,3,Belgian Grand Prix,Distributor,1
1984,3,Belgian Grand Prix,Electrical,1
1984,3,Belgian Grand Prix,Engine,3
1984,3,Belgian Grand Prix,Exhaust,1
1984,3,Belgian Grand Prix,Finished,3
1984,3,Belgian Grand Prix,Ignition,1
1984,3,Belgian Grand Prix,Out of fuel,1
1984,3,Belgian Grand Prix,Radiator,1
1984,3,Belgian Grand Prix,Spun off,1
1984,3,Belgian Grand Prix,Suspension,1
1984,3,Belgian Grand Prix,Transmission,1
1984,3,Belgian Grand Prix,Water pump,1
1984,4,San Marino Grand Prix,+1 Lap,2
1984,4,San Marino Grand Prix,+2 Laps,1
1984,4,San Marino Grand Prix,+3 Laps,1
1984,4,San Marino Grand Prix,Collision,2
1984,4,San Marino Grand Prix,Did not qualify,2
1984,4,San Marino Grand Prix,Disqualified,2
1984,4,San Marino Grand Prix,Electrical,2
1984,4,San Marino Grand Prix,Engine,3
1984,4,San Marino Grand Prix,Exhaust,1
1984,4,San Marino Grand Prix,Finished,2
1984,4,San Marino Grand Prix,Not classified,1
1984,4,San Marino Grand Prix,Out of fuel,3
1984,4,San Marino Grand Prix,Spun off,1
1984,4,San Marino Grand Prix,Turbo,5
1984,5,French Grand Prix,+1 Lap,4
1984,5,French Grand Prix,+2 Laps,2
1984,5,French Grand Prix,+5 Laps,1
1984,5,French Grand Prix,+7 Laps,1
1984,5,French Grand Prix,Accident,2
1984,5,French Grand Prix,Clutch,1
1984,5,French Grand Prix,Disqualified,2
1984,5,French Grand Prix,Electrical,1
1984,5,French Grand Prix,Engine,4
1984,5,French Grand Prix,Finished,5
1984,5,French Grand Prix,Turbo,3
1984,6,Monaco Grand Prix,+1 Lap,3
1984,6,Monaco Grand Prix,Accident,1
1984,6,Monaco Grand Prix,Collision,2
1984,6,Monaco Grand Prix,Did not qualify,7
1984,6,Monaco Grand Prix,Disqualified,1
1984,6,Monaco Grand Prix,Electrical,3
1984,6,Monaco Grand Prix,Finished,5
1984,6,Monaco Grand Prix,Spun off,4
1984,6,Monaco Grand Prix,Steering,1
1984,7,Canadian Grand Prix,+1 Lap,1
1984,7,Canadian Grand Prix,+2 Laps,5
1984,7,Canadian Grand Prix,+5 Laps,1
1984,7,Canadian Grand Prix,Accident,1
1984,7,Canadian Grand Prix,Brakes,1
1984,7,Canadian Grand Prix,Chassis,1
1984,7,Canadian Grand Prix,Disqualified,2
1984,7,Canadian Grand Prix,Engine,3
1984,7,Canadian Grand Prix,Finished,3
1984,7,Canadian Grand Prix,Fuel system,1
1984,7,Canadian Grand Prix,Gearbox,1
1984,7,Canadian Grand Prix,Not classified,1
1984,7,Canadian Grand Prix,Out of fuel,1
1984,7,Canadian Grand Prix,Turbo,4
1984,8,Detroit Grand Prix,+1 Lap,1
1984,8,Detroit Grand Prix,Accident,6
1984,8,Detroit Grand Prix,Brakes,1
1984,8,Detroit Grand Prix,Clutch,1
1984,8,Detroit Grand Prix,Did not qualify,1
1984,8,Detroit Grand Prix,Disqualified,1
1984,8,Detroit Grand Prix,Electrical,1
1984,8,Detroit Grand Prix,Engine,4
1984,8,Detroit Grand Prix,Finished,4
1984,8,Detroit Grand Prix,Gearbox,2
1984,8,Detroit Grand Prix,Overheating,1
1984,8,Detroit Grand Prix,Spun off,1
1984,8,Detroit Grand Prix,Transmission,1
1984,8,Detroit Grand Prix,Turbo,1
1984,8,Detroit Grand Prix,Tyre,1
1984,9,Dallas Grand Prix,+1 Lap,1
1984,9,Dallas Grand Prix,+2 Laps,2
1984,9,Dallas Grand Prix,+3 Laps,2
1984,9,Dallas Grand Prix,Accident,1
1984,9,Dallas Grand Prix,Clutch,1
1984,9,Dallas Grand Prix,Did not qualify,1
1984,9,Dallas Grand Prix,Disqualified,1
1984,9,Dallas Grand Prix,Electrical,1
1984,9,Dallas Grand Prix,Finished,2
1984,9,Dallas Grand Prix,Fuel leak,1
1984,9,Dallas Grand Prix,Gearbox,1
1984,9,Dallas Grand Prix,Spun off,12
1984,10,British Grand Prix,+1 Lap,4
1984,10,British Grand Prix,+3 Laps,2
1984,10,British Grand Prix,+4 Laps,1
1984,10,British Grand Prix,+5 Laps,1
1984,10,British Grand Prix,Accident,4
1984,10,British Grand Prix,Did not qualify,1
1984,10,British Grand Prix,Disqualified,2
1984,10,British Grand Prix,Electrical,3
1984,10,British Grand Prix,Engine,1
1984,10,British Grand Prix,Finished,3
1984,10,British Grand Prix,Gearbox,2
1984,10,British Grand Prix,Not classified,1
1984,10,British Grand Prix,Spun off,1
1984,10,British Grand Prix,Turbo,1
1984,10,British Grand Prix,Water pump,1
1984,11,German Grand Prix,+1 Lap,3
1984,11,German Grand Prix,+4 Laps,1
1984,11,German Grand Prix,Accident,1
1984,11,German Grand Prix,Did not qualify,1
1984,11,German Grand Prix,Disqualified,1
1984,11,German Grand Prix,Electrical,2
1984,11,German Grand Prix,Engine,4
1984,11,German Grand Prix,Finished,5
1984,11,German Grand Prix,Fuel system,1
1984,11,German Grand Prix,Gearbox,2
1984,11,German Grand Prix,Overheating,1
1984,11,German Grand Prix,Turbo,5
1984,12,Austrian Grand Prix,+1 Lap,3
1984,12,Austrian Grand Prix,+2 Laps,2
1984,12,Austrian Grand Prix,+3 Laps,1
1984,12,Austrian Grand Prix,Did not qualify,1
1984,12,Austrian Grand Prix,Disqualified,1
1984,12,Austrian Grand Prix,Engine,7
1984,12,Austrian Grand Prix,Finished,4
1984,12,Austrian Grand Prix,Gearbox,2
1984,12,Austrian Grand Prix,Handling,1
1984,12,Austrian Grand Prix,Injection,1
1984,12,Austrian Grand Prix,Not classified,1
1984,12,Austrian Grand Prix,Oil pressure,1
1984,12,Austrian Grand Prix,Out of fuel,1
1984,12,Austrian Grand Prix,Spun off,1
1984,13,Dutch Grand Prix,+1 Lap,3
1984,13,Dutch Grand Prix,+2 Laps,1
1984,13,Dutch Grand Prix,+4 Laps,2
1984,13,Dutch Grand Prix,+5 Laps,1
1984,13,Dutch Grand Prix,Accident,1
1984,13,Dutch Grand Prix,Disqualified,2
1984,13,Dutch Grand Prix,Electrical,1
1984,13,Dutch Grand Prix,Engine,5
1984,13,Dutch Grand Prix,Finished,3
1984,13,Dutch Grand Prix,Fuel pump,1
1984,13,Dutch Grand Prix,Oil pressure,1
1984,13,Dutch Grand Prix,Out of fuel,2
1984,13,Dutch Grand Prix,Spun off,2
1984,13,Dutch Grand Prix,Throttle,1
1984,13,Dutch Grand Prix,Wheel,1
1984,14,Italian Grand Prix,+1 Lap,1
1984,14,Italian Grand Prix,+2 Laps,3
1984,14,Italian Grand Prix,+3 Laps,1
1984,14,Italian Grand Prix,+6 Laps,1
1984,14,Italian Grand Prix,Did not qualify,1
1984,14,Italian Grand Prix,Electrical,1
1984,14,Italian Grand Prix,Engine,5
1984,14,Italian Grand Prix,Finished,2
1984,14,Italian Grand Prix,Gearbox,2
1984,14,Italian Grand Prix,Oil pressure,2
1984,14,Italian Grand Prix,Out of fuel,2
1984,14,Italian Grand Prix,Spun off,2
1984,14,Italian Grand Prix,Throttle,1
1984,14,Italian Grand Prix,Turbo,2
1984,14,Italian Grand Prix,Withdrew,1
1984,15,European Grand Prix,+1 Lap,1
1984,15,European Grand Prix,+2 Laps,2
1984,15,European Grand Prix,+3 Laps,1
1984,15,European Grand Prix,Accident,5
1984,15,European Grand Prix,Engine,2
1984,15,European Grand Prix,Finished,5
1984,15,European Grand Prix,Fuel system,3
1984,15,European Grand Prix,Gearbox,1
1984,15,European Grand Prix,Ignition,1
1984,15,European Grand Prix,Overheating,2
1984,15,European Grand Prix,Turbo,3
1984,16,Portuguese Grand Prix,+1 Lap,7
1984,16,Portuguese Grand Prix,+2 Laps,1
1984,16,Portuguese Grand Prix,+3 Laps,1
1984,16,Portuguese Grand Prix,+4 Laps,1
1984,16,Portuguese Grand Prix,+6 Laps,1
1984,16,Portuguese Grand Prix,Electrical,2
1984,16,Portuguese Grand Prix,Engine,3
1984,16,Portuguese Grand Prix,Finished,5
1984,16,Portuguese Grand Prix,Gearbox,2
1984,16,Portuguese Grand Prix,Out of fuel,1
1984,16,Portuguese Grand Prix,Spun off,1
1984,16,Portuguese Grand Prix,Transmission,2
1985,1,Brazilian Grand Prix,+1 Lap,1
1985,1,Brazilian Grand Prix,+2 Laps,3
1985,1,Brazilian Grand Prix,+3 Laps,3
1985,1,Brazilian Grand Prix,+4 Laps,4
1985,1,Brazilian Grand Prix,Accident,2
1985,1,Brazilian Grand Prix,Electrical,1
1985,1,Brazilian Grand Prix,Engine,2
1985,1,Brazilian Grand Prix,Exhaust,1
1985,1,Brazilian Grand Prix,Finished,2
1985,1,Brazilian Grand Prix,Fuel system,1
1985,1,Brazilian Grand Prix,Puncture,1
1985,1,Brazilian Grand Prix,Suspension,1
1985,1,Brazilian Grand Prix,Transmission,1
1985,1,Brazilian Grand Prix,Turbo,2
1985,2,Portuguese Grand Prix,+1 Lap,2
1985,2,Portuguese Grand Prix,+2 Laps,3
1985,2,Portuguese Grand Prix,+5 Laps,1
1985,2,Portuguese Grand Prix,+6 Laps,1
1985,2,Portuguese Grand Prix,Electrical,2
1985,2,Portuguese Grand Prix,Engine,2
1985,2,Portuguese Grand Prix,Finished,2
1985,2,Portuguese Grand Prix,Not classified,1
1985,2,Portuguese Grand Prix,Spun off,7
1985,2,Portuguese Grand Prix,Suspension,1
1985,2,Portuguese Grand Prix,Transmission,1
1985,2,Portuguese Grand Prix,Tyre,3
1985,3,San Marino Grand Prix,+1 Lap,3
1985,3,San Marino Grand Prix,+2 Laps,1
1985,3,San Marino Grand Prix,Brakes,1
1985,3,San Marino Grand Prix,Disqualified,1
1985,3,San Marino Grand Prix,Electrical,2
1985,3,San Marino Grand Prix,Engine,7
1985,3,San Marino Grand Prix,Finished,1
1985,3,San Marino Grand Prix,Not classified,1
1985,3,San Marino Grand Prix,Out of fuel,5
1985,3,San Marino Grand Prix,Retired,1
1985,3,San Marino Grand Prix,Spun off,1
1985,3,San Marino Grand Prix,Turbo,2
1985,4,Monaco Grand Prix,+1 Lap,4
1985,4,Monaco Grand Prix,+2 Laps,2
1985,4,Monaco Grand Prix,+4 Laps,2
1985,4,Monaco Grand Prix,Accident,5
1985,4,Monaco Grand Prix,Alternator,1
1985,4,Monaco Grand Prix,Did not qualify,5
1985,4,Monaco Grand Prix,Engine,1
1985,4,Monaco Grand Prix,Finished,3
1985,4,Monaco Grand Prix,Spun off,1
1985,4,Monaco Grand Prix,Turbo,1
1985,5,Canadian Grand Prix,+1 Lap,2
1985,5,Canadian Grand Prix,+2 Laps,4
1985,5,Canadian Grand Prix,+3 Laps,3
1985,5,Canadian Grand Prix,+5 Laps,1
1985,5,Canadian Grand Prix,+6 Laps,1
1985,5,Canadian Grand Prix,Accident,4
1985,5,Canadian Grand Prix,Engine,2
1985,5,Canadian Grand Prix,Finished,6
1985,5,Canadian Grand Prix,Transmission,1
1985,5,Canadian Grand Prix,Turbo,1
1985,6,Detroit Grand Prix,+1 Lap,3
1985,6,Detroit Grand Prix,+2 Laps,2
1985,6,Detroit Grand Prix,+3 Laps,1
1985,6,Detroit Grand Prix,+5 Laps,1
